AcquireX Precursor Intensities,DDA Precursor Intensities,Log Ax,Log DDA
12181787.00,1135641.88,7.09,6.06
2197537.50,995928.13,6.34,6.00
1820861.63,616278.44,6.26,5.79
1289222.50,12095749.00,6.11,7.08
1135275.38,1011598.94,6.06,6.01
4137911.75,976870.50,6.62,5.99
2388207.75,695418.75,6.38,5.84
2018788.63,633789.31,6.31,5.80
1054041.00,6341139.00,6.02,6.80
1110644.63,1319233.50,6.05,6.12
3324868.00,737189.38,6.52,5.87
918896.06,726926.13,5.96,5.86
856729.31,634972.75,5.93,5.80
785656.44,5347885.50,5.90,6.73
1532521.75,2443236.75,6.19,6.39
2417089.50,827529.56,6.38,5.92
2100655.50,546434.81,6.32,5.74
1640030.50,667269.50,6.21,5.82
672036.19,3233304.00,5.83,6.51
1295069.25,1145924.00,6.11,6.06
10053171.00,999165.50,7.00,6.00
4272151.00,570600.75,6.63,5.76
1212514.00,553810.13,6.08,5.74
967743.94,3145030.75,5.99,6.50
1018517.56,2578339.25,6.01,6.41
136486832.00,1915932.25,8.14,6.28
2989584.50,1232142.88,6.48,6.09
2268358.50,581667.13,6.36,5.76
717089.44,3967817.25,5.86,6.60
1248992.13,2349805.25,6.10,6.37
4228505.50,638350.19,6.63,5.81
3657817.25,617244.50,6.56,5.79
1199142.88,624342.81,6.08,5.80
1003525.00,2910314.50,6.00,6.46
1378923.38,1374199.38,6.14,6.14
3633149.25,594995.88,6.56,5.77
1270217.38,463521.91,6.10,5.67
1191208.25,603904.06,6.08,5.78
816074.31,4304234.50,5.91,6.63
3101697.50,3040806.25,6.49,6.48
11690121.00,595111.00,7.07,5.77
9683613.00,556023.56,6.99,5.75
6834877.00,571046.69,6.83,5.76
5156557.50,24344334.00,6.71,7.39
3817448.75,1754929.13,6.58,6.24
37579944.00,1733099.88,7.57,6.24
3034372.50,1147292.88,6.48,6.06
3006771.75,1209341.25,6.48,6.08
2562436.00,11308373.00,6.41,7.05
3455732.25,2289609.75,6.54,6.36
4265480.00,2226474.00,6.63,6.35
2773730.75,1125774.13,6.44,6.05
2599704.50,657886.38,6.41,5.82
1416770.50,5754070.50,6.15,6.76
3780558.00,914513.69,6.58,5.96
3609814.75,905238.69,6.56,5.96
2129182.00,503520.34,6.33,5.70
2006802.13,623290.81,6.30,5.79
1767029.38,4832897.50,6.25,6.68
1987182.63,2937872.00,6.30,6.47
5018130.00,1758766.00,6.70,6.25
3886454.25,580703.56,6.59,5.76
1711136.38,603773.13,6.23,5.78
1690486.75,3148943.50,6.23,6.50
1499554.25,2511326.50,6.18,6.40
9187784.00,640300.00,6.96,5.81
7505720.00,589621.94,6.88,5.77
1489022.25,638859.00,6.17,5.81
1315416.50,4125357.75,6.12,6.62
1522288.50,2013422.50,6.18,6.30
187184960.00,1176482.50,8.27,6.07
1542727.38,715079.88,6.19,5.85
1468969.63,657032.44,6.17,5.82
1010243.69,4234296.50,6.00,6.63
1351631.75,3543101.25,6.13,6.55
3761554.50,2743099.00,6.58,6.44
1348799.25,2410091.75,6.13,6.38
1067430.00,557826.19,6.03,5.75
945741.25,3048102.25,5.98,6.48
957279.13,2046206.63,5.98,6.31
911637.44,632813.75,5.96,5.80
839845.50,631723.75,5.92,5.80
732919.75,520165.22,5.87,5.72
319198.28,5149698.00,5.50,6.71
958422.31,1403067.25,5.98,6.15
65517132.00,1002947.00,7.82,6.00
11875953.00,896275.50,7.07,5.95
10744101.00,599280.69,7.03,5.78
1614019.50,22512238.00,6.21,7.35
988878.81,4691473.50,6.00,6.67
19221564.00,787636.81,7.28,5.90
10095160.00,436039.88,7.00,5.64
7240362.00,604085.06,6.86,5.78
6307522.50,10988995.00,6.80,7.04
3964653.00,1719560.00,6.60,6.24
24711450.00,1608000.13,7.39,6.21
17557430.00,1560381.63,7.24,6.19
2868836.00,1381790.38,6.46,6.14
1067193.25,5553212.50,6.03,6.74
1333213.88,3160865.25,6.12,6.50
9126743.00,2167814.75,6.96,6.34
5940449.50,1067749.75,6.77,6.03
5617408.50,889049.06,6.75,5.95
5525544.00,4801757.50,6.74,6.68
3414736.25,955893.44,6.53,5.98
2091562.63,743961.56,6.32,5.87
1915418.25,620294.56,6.28,5.79
1720441.75,588502.00,6.24,5.77
904242.19,3054647.75,5.96,6.48
1664717.00,2998904.50,6.22,6.48
9843332.00,1819128.13,6.99,6.26
3409429.75,672490.88,6.53,5.83
1436873.00,533215.88,6.16,5.73
1342827.00,4198481.00,6.13,6.62
1404442.13,2604320.25,6.15,6.42
2146854.50,853857.06,6.33,5.93
1941842.38,612716.81,6.29,5.79
1785475.25,597918.81,6.25,5.78
828292.00,3461124.25,5.92,6.54
1737337.75,2216225.50,6.24,6.35
4311550.00,1188462.88,6.63,6.07
2573092.50,750411.94,6.41,5.88
1540907.25,748636.88,6.19,5.87
794541.25,3451868.50,5.90,6.54
1364821.25,2718287.00,6.14,6.43
3110909.50,2640082.00,6.49,6.42
1387781.13,2596034.25,6.14,6.41
1339022.38,645861.00,6.13,5.81
1116983.38,6635002.00,6.05,6.82
1788529.38,2169480.25,6.25,6.34
47871468.00,660496.88,7.68,5.82
1931778.50,580517.25,6.29,5.76
1540243.75,570255.50,6.19,5.76
1274274.50,21959112.00,6.11,7.34
1553872.13,1285875.88,6.19,6.11
1495799.38,882951.81,6.17,5.95
1404643.63,735226.00,6.15,5.87
1279589.25,689776.31,6.11,5.84
1278034.75,11165544.00,6.11,7.05
1354491.88,4176175.00,6.13,6.62
3207321.25,686632.56,6.51,5.84
2518955.25,513604.31,6.40,5.71
2513581.50,545121.75,6.40,5.74
1188693.63,5703937.50,6.08,6.76
1077129.75,1489585.63,6.03,6.17
3218034.75,1476159.88,6.51,6.17
1693877.50,1442570.50,6.23,6.16
1301910.75,1163133.38,6.11,6.07
927808.25,4882018.00,5.97,6.69
1112105.88,2357485.25,6.05,6.37
3515604.25,2180617.50,6.55,6.34
2463355.00,1223971.88,6.39,6.09
971703.13,880845.75,5.99,5.94
959094.50,2913783.25,5.98,6.46
1063058.13,1102872.75,6.03,6.04
2520619.50,911987.75,6.40,5.96
1553364.25,551857.19,6.19,5.74
1354963.00,850175.44,6.13,5.93
965519.25,3611045.00,5.98,6.56
936496.38,2572470.25,5.97,6.41
7870220.00,1444665.50,6.90,6.16
3224832.50,472683.06,6.51,5.67
2963178.25,953055.44,6.47,5.98
1639370.25,3269469.25,6.21,6.51
1016714.88,2236380.50,6.01,6.35
4759598.50,801027.81,6.68,5.90
2619586.25,212552.81,6.42,5.33
2376808.00,731758.06,6.38,5.86
844064.19,3664888.00,5.93,6.56
1769118.75,1770199.38,6.25,6.25
6720639.00,979361.88,6.83,5.99
4123351.00,789403.81,6.62,5.90
2608206.50,819475.94,6.42,5.91
1222249.38,7727243.50,6.09,6.89
1067902.63,3472162.25,6.03,6.54
2612170.00,2564268.00,6.42,6.41
1066256.00,2013442.75,6.03,6.30
975092.19,814748.25,5.99,5.91
430101.84,22191986.00,5.63,7.35
1464604.75,1896814.63,6.17,6.28
4123029.00,802100.38,6.62,5.90
1438439.50,655853.94,6.16,5.82
1422366.88,817804.38,6.15,5.91
611459.19,11515308.00,5.79,7.06
1390041.25,1454421.38,6.14,6.16
6509925.00,753716.19,6.81,5.88
1956383.25,710313.75,6.29,5.85
1214675.75,681572.69,6.08,5.83
1053263.75,5320960.50,6.02,6.73
2515475.75,3499462.00,6.40,6.54
5438117.50,690378.75,6.74,5.84
1752950.63,571191.00,6.24,5.76
1674375.25,751507.31,6.22,5.88
1314281.75,4963301.00,6.12,6.70
1883831.63,1607569.50,6.28,6.21
2097221.50,1355508.75,6.32,6.13
1828923.63,1089047.50,6.26,6.04
1731764.75,1065410.88,6.24,6.03
1199165.25,3029448.25,6.08,6.48
1105579.88,2569539.50,6.04,6.41
20179400.00,1908347.50,7.30,6.28
2400775.00,1214890.25,6.38,6.08
1099389.63,1043673.75,6.04,6.02
1051300.00,18541660.00,6.02,7.27
1179133.00,4544212.00,6.07,6.66
6529912.00,2704292.25,6.81,6.43
1464562.00,936371.81,6.17,5.97
1175693.00,723378.25,6.07,5.86
1077298.75,2554958.00,6.03,6.41
1976307.13,2028000.25,6.30,6.31
2717509.25,1225148.13,6.43,6.09
1626012.38,346453.28,6.21,5.54
1472193.88,951232.88,6.17,5.98
939524.63,3694076.00,5.97,6.57
1397255.13,1846028.50,6.15,6.27
6238569.00,780895.00,6.80,5.89
2164089.75,599515.19,6.34,5.78
1806675.13,696260.13,6.26,5.84
1159169.50,7853763.00,6.06,6.90
1998066.13,1546610.75,6.30,6.19
1669158.25,929774.19,6.22,5.97
1621320.00,691770.50,6.21,5.84
1567494.25,979629.56,6.20,5.99
595690.50,20318244.00,5.78,7.31
1512376.63,3240374.25,6.18,6.51
22299662.00,2463940.00,7.35,6.39
3063291.25,1784802.75,6.49,6.25
2190357.00,873773.56,6.34,5.94
1193901.75,10622962.00,6.08,7.03
3314493.75,1492097.75,6.52,6.17
3330452.50,914633.00,6.52,5.96
2269416.00,829937.75,6.36,5.92
1731461.00,752695.06,6.24,5.88
713569.44,4880294.50,5.85,6.69
1735906.25,1511678.75,6.24,6.18
2920571.50,751811.81,6.47,5.88
2786651.75,543057.88,6.45,5.73
1466301.00,675314.63,6.17,5.83
2142279.00,4623209.50,6.33,6.66
1835696.00,3765320.00,6.26,6.58
2144514.50,849081.06,6.33,5.93
1541665.50,719424.88,6.19,5.86
1439763.63,728651.88,6.16,5.86
1402977.75,2819458.25,6.15,6.45
2677266.25,1381389.88,6.43,6.14
40050580.00,1334792.38,7.60,6.13
1958563.88,1236616.88,6.29,6.09
1588283.00,1200709.50,6.20,6.08
924494.06,5297898.00,5.97,6.72
1771241.88,2319056.75,6.25,6.37
4361364.00,2211127.75,6.64,6.34
1259498.00,1189716.88,6.10,6.08
1255020.63,945191.38,6.10,5.98
931909.31,2977141.00,5.97,6.47
1698445.25,2360416.75,6.23,6.37
4260754.00,2253006.50,6.63,6.35
3208976.00,1006277.44,6.51,6.00
1630705.25,823189.44,6.21,5.92
1125772.63,3404233.50,6.05,6.53
1669798.13,2349825.75,6.22,6.37
1755988.50,1746166.88,6.24,6.24
1663357.25,1256219.75,6.22,6.10
1483008.75,1035371.88,6.17,6.02
977950.44,10377352.00,5.99,7.02
1596450.88,1648916.00,6.20,6.22
1419791.13,852225.13,6.15,5.93
1400220.50,505198.06,6.15,5.70
1278329.63,1109487.38,6.11,6.05
1215067.63,19812298.00,6.08,7.30
1420224.25,1545085.13,6.15,6.19
8471665.00,1050107.63,6.93,6.02
2131658.50,809149.06,6.33,5.91
1245156.25,937925.31,6.10,5.97
820871.56,10197643.00,5.91,7.01
1259919.13,3063260.25,6.10,6.49
7755361.00,2575477.50,6.89,6.41
5599112.50,2009377.63,6.75,6.30
1175997.13,776857.44,6.07,5.89
911565.25,4896981.00,5.96,6.69
1436846.75,1504558.88,6.16,6.18
4397285.50,1146146.50,6.64,6.06
1584202.50,928280.56,6.20,5.97
1165628.50,900433.63,6.07,5.95
961259.25,4548694.00,5.98,6.66
1873592.50,1414597.88,6.27,6.15
1656996.50,827102.13,6.22,5.92
1232036.00,809937.19,6.09,5.91
883029.25,805001.50,5.95,5.91
378358.91,3135085.75,5.58,6.50
987523.25,2665338.00,5.99,6.43
5574240.50,768132.56,6.75,5.89
2361588.25,580451.19,6.37,5.76
824621.13,681564.31,5.92,5.83
372739.03,7483415.50,5.57,6.87
891361.25,1542577.50,5.95,6.19
16773582.00,1323521.25,7.22,6.12
5022078.50,1171522.88,6.70,6.07
4808602.00,848529.31,6.68,5.93
4045225.50,2136156.00,6.61,6.33
1905223.88,2057354.13,6.28,6.31
1780005.88,1520254.63,6.25,6.18
1545178.13,1514247.88,6.19,6.18
1351619.13,995523.88,6.13,6.00
743513.69,3693209.25,5.87,6.57
1120291.25,2132447.75,6.05,6.33
1856872.63,1920745.75,6.27,6.28
1820737.63,900235.75,6.26,5.95
1387986.75,828758.94,6.14,5.92
929627.69,10493319.00,5.97,7.02
1304408.25,3412463.00,6.12,6.53
1692460.50,1311676.88,6.23,6.12
954660.25,260279.91,5.98,5.42
528676.25,1131161.88,5.72,6.05
544507.44,19208580.00,5.74,7.28
1115913.13,1492954.63,6.05,6.17
1190548.00,1434821.88,6.08,6.16
1111553.00,793300.81,6.05,5.90
973155.56,665821.13,5.99,5.82
493149.00,10387244.00,5.69,7.02
552007.00,979166.88,5.74,5.99
2317692.75,917553.19,6.37,5.96
524101.75,644802.56,5.72,5.81
495181.00,820582.75,5.69,5.91
1569896.50,4395601.50,6.20,6.64
2604913.00,2784767.25,6.42,6.44
1974627.00,2752674.50,6.30,6.44
1729861.63,1199870.75,6.24,6.08
1103291.88,839950.31,6.04,5.92
1023373.44,4327314.50,6.01,6.64
1606852.25,1376300.38,6.21,6.14
3806515.50,1257710.25,6.58,6.10
3242903.00,446396.28,6.51,5.65
1502995.00,763864.81,6.18,5.88
3631019.75,2195766.75,6.56,6.34
1335616.75,1340862.50,6.13,6.13
4130168.75,881208.38,6.62,5.95
1216519.75,843200.44,6.09,5.93
1145153.75,681001.50,6.06,5.83
254068.11,2738617.25,5.40,6.44
1286167.13,1295481.25,6.11,6.11
11489841.00,1093272.25,7.06,6.04
1267681.63,678470.69,6.10,5.83
1205362.25,693793.56,6.08,5.84
875010.06,2199681.50,5.94,6.34
1824871.00,1450819.50,6.26,6.16
5388743.00,1358177.63,6.73,6.13
2862354.25,527093.06,6.46,5.72
2735492.75,643845.19,6.44,5.81
1120317.63,3335840.25,6.05,6.52
1451470.00,1703350.38,6.16,6.23
7410396.00,1140080.00,6.87,6.06
3490942.75,849455.25,6.54,5.93
1193642.25,721405.19,6.08,5.86
1127803.13,11762846.00,6.05,7.07
1216633.75,1708815.88,6.09,6.23
1405667.88,1114419.88,6.15,6.05
1189058.50,532021.88,6.08,5.73
1073292.25,619412.94,6.03,5.79
867943.38,18574450.00,5.94,7.27
1631506.75,2256946.00,6.21,6.35
2247770.00,1551349.75,6.35,6.19
1270606.13,1081384.63,6.10,6.03
1257555.13,667605.63,6.10,5.82
1110706.75,10047276.00,6.05,7.00
2351777.75,1466434.75,6.37,6.17
3768298.25,1361981.25,6.58,6.13
2301041.25,603431.88,6.36,5.78
2220196.75,626054.69,6.35,5.80
2031866.25,4551644.00,6.31,6.66
2326633.50,1085903.38,6.37,6.04
29711974.00,992812.38,7.47,6.00
18956424.00,576441.00,7.28,5.76
10375082.00,667063.31,7.02,5.82
2771709.00,4407151.50,6.44,6.64
2484678.00,3120827.50,6.40,6.49
4301363.00,2614807.00,6.63,6.42
1954954.50,861691.81,6.29,5.94
1855606.75,524735.81,6.27,5.72
256732.03,1630059.63,5.41,6.21
1668168.38,1535918.38,6.22,6.19
2093340.88,1339934.00,6.32,6.13
1457035.38,893879.44,6.16,5.95
1348200.00,636018.69,6.13,5.80
1207311.25,2690305.00,6.08,6.43
1261813.13,1234458.75,6.10,6.09
1152876.63,786144.50,6.06,5.90
1125352.50,705926.50,6.05,5.85
1118144.75,684241.13,6.05,5.84
1115200.38,2184960.00,6.05,6.34
1591934.25,1162350.88,6.20,6.07
2500775.00,667831.50,6.40,5.82
1708842.00,579114.13,6.23,5.76
1178100.38,512361.03,6.07,5.71
1056468.88,3476649.00,6.02,6.54
1280291.75,1460548.88,6.11,6.16
3703315.25,1248838.75,6.57,6.10
2093384.50,752435.88,6.32,5.88
1123650.13,544921.19,6.05,5.74
949876.88,9713450.00,5.98,6.99
1089041.75,1086631.75,6.04,6.04
2681070.50,979844.75,6.43,5.99
1436225.50,732236.19,6.16,5.86
1087815.25,623602.94,6.04,5.79
803838.00,17528244.00,5.91,7.24
1585296.63,1410482.25,6.20,6.15
16591004.00,1008769.06,7.22,6.00
1300148.63,534648.25,6.11,5.73
1139694.25,559058.25,6.06,5.75
780740.88,9607679.00,5.89,6.98
1198593.63,741686.13,6.08,5.87
1611858.75,636823.06,6.21,5.80
1550547.38,348124.69,6.19,5.54
1142213.63,545415.56,6.06,5.74
965563.75,4257981.00,5.98,6.63
1176172.38,1507501.00,6.07,6.18
64135644.00,1078253.63,7.81,6.03
2618567.25,511296.28,6.42,5.71
1679036.13,482085.53,6.23,5.68
1463328.00,3988540.75,6.17,6.60
1344884.63,1179680.88,6.13,6.07
37918236.00,887586.31,7.58,5.95
21837162.00,580988.31,7.34,5.76
4539622.50,519998.31,6.66,5.72
2468625.75,2876842.50,6.39,6.46
2157896.25,2600088.50,6.33,6.41
2245024.50,1324504.63,6.35,6.12
2234544.00,553801.25,6.35,5.74
1665427.75,542618.00,6.22,5.73
940211.88,2686465.50,5.97,6.43
2284399.50,2647001.25,6.36,6.42
6593208.00,1151928.25,6.82,6.06
2064387.88,839511.56,6.31,5.92
1978760.50,516962.94,6.30,5.71
831777.31,2406125.25,5.92,6.38
1567854.13,1223900.50,6.20,6.09
3580970.25,886083.81,6.55,5.95
1375285.75,868156.75,6.14,5.94
1276197.63,572314.94,6.11,5.76
240291.52,3105517.50,5.38,6.49
1521281.88,1197225.88,6.18,6.08
9743220.00,778485.38,6.99,5.89
3686610.00,772459.19,6.57,5.89
2617167.75,746333.06,6.42,5.87
626895.44,8400828.00,5.80,6.92
2124257.75,1548402.38,6.33,6.19
1605599.88,1159544.88,6.21,6.06
1502315.75,718117.81,6.18,5.86
1470737.13,557930.44,6.17,5.75
1252061.38,16221944.00,6.10,7.21
1143278.00,912269.69,6.06,5.96
4545420.00,882274.38,6.66,5.95
2208789.50,627178.69,6.34,5.80
1270744.38,532370.56,6.10,5.73
763348.94,9306640.00,5.88,6.97
1323464.25,1537856.00,6.12,6.19
1282620.38,903047.69,6.11,5.96
1245561.50,669047.94,6.10,5.83
1224281.13,560382.38,6.09,5.75
960780.31,3973561.50,5.98,6.60
937068.31,1041279.88,5.97,6.02
7480147.00,576176.88,6.87,5.76
3625204.00,522243.84,6.56,5.72
832100.13,571467.25,5.92,5.76
702789.94,3993409.75,5.85,6.60
1260652.13,2291221.25,6.10,6.36
1156596.00,1170835.13,6.06,6.07
1113806.25,226872.41,6.05,5.36
1014215.06,492839.53,6.01,5.69
942343.44,2832432.25,5.97,6.45
1211420.13,1204043.00,6.08,6.08
1127208.13,760014.56,6.05,5.88
945923.38,141988.27,5.98,5.15
886017.38,483234.66,5.95,5.68
771999.81,2693011.25,5.89,6.43
1269814.13,2323776.00,6.10,6.37
12265899.00,996555.69,7.09,6.00
3197659.00,364916.41,6.50,5.56
1405583.63,490808.06,6.15,5.69
766649.25,3061237.00,5.88,6.49
2127436.00,2234168.50,6.33,6.35
5624427.00,947761.13,6.75,5.98
3001528.50,789438.63,6.48,5.90
2323975.00,615508.25,6.37,5.79
582371.44,3255536.75,5.77,6.51
2646510.00,1146364.25,6.42,6.06
5868429.50,919123.06,6.77,5.96
4565450.50,835814.94,6.66,5.92
4545120.50,510628.28,6.66,5.71
1507429.25,6678528.00,6.18,6.82
3680076.75,1313109.88,6.57,6.12
3398032.50,810275.00,6.53,5.91
3269617.75,776100.13,6.51,5.89
3011541.50,638211.31,6.48,5.80
2878473.75,15803428.00,6.46,7.20
3918070.75,1388447.25,6.59,6.14
3106854.25,1093654.63,6.49,6.04
2451660.00,627464.00,6.39,5.80
2327096.50,508449.88,6.37,5.71
1813064.25,9131322.00,6.26,6.96
3387934.75,789917.31,6.53,5.90
2143186.00,572409.88,6.33,5.76
2052231.13,410248.00,6.31,5.61
1835492.00,467543.81,6.26,5.67
897777.88,3983856.50,5.95,6.60
1885295.50,1265376.75,6.28,6.10
50073188.00,976883.50,7.70,5.99
16488865.00,532331.81,7.22,5.73
1778001.00,530967.50,6.25,5.73
1306030.25,4034929.75,6.12,6.61
2169002.75,1361090.13,6.34,6.13
5121290.00,1182397.63,6.71,6.07
4247102.50,604637.75,6.63,5.78
1646731.88,471088.38,6.22,5.67
1133548.00,2652409.25,6.05,6.42
1205148.75,1011067.13,6.08,6.00
5407726.00,1003742.19,6.73,6.00
2191290.75,629791.38,6.34,5.80
1194218.38,483018.06,6.08,5.68
703765.63,2764830.50,5.85,6.44
1792596.38,1256089.88,6.25,6.10
11934768.00,701806.25,7.08,5.85
1647515.38,195307.11,6.22,5.29
1439592.63,2403284.75,6.16,6.38
1309325.13,1768986.25,6.12,6.25
1228863.13,634982.06,6.09,5.80
20463926.00,284022.06,7.31,5.45
7204184.00,389283.91,6.86,5.59
5724469.00,3318071.00,6.76,6.52
1097367.88,2293061.25,6.04,6.36
1432172.38,1160063.75,6.16,6.06
10984686.00,653277.31,7.04,5.82
4397347.00,489986.75,6.64,5.69
3947384.75,3567054.75,6.60,6.55
816303.31,1247590.63,5.91,6.10
3339281.00,991607.19,6.52,6.00
5136261.00,887439.13,6.71,5.95
3365448.50,517214.22,6.53,5.71
3345944.50,15245041.00,6.52,7.18
3198530.50,1388080.50,6.50,6.14
2130120.50,850549.88,6.33,5.93
9865373.00,779743.56,6.99,5.89
4590035.00,657561.00,6.66,5.82
3195095.50,8956127.00,6.50,6.95
3003885.25,1542455.13,6.48,6.19
1941158.75,1108341.00,6.29,6.04
5537118.00,593745.94,6.74,5.77
3655979.50,443068.50,6.56,5.65
2178531.00,3475730.75,6.34,6.54
1079150.13,893061.75,6.03,5.95
1736213.88,473850.66,6.24,5.68
101385072.00,442462.66,8.01,5.65
2142190.50,403878.94,6.33,5.61
1766249.13,3937532.50,6.25,6.60
1637250.88,1352345.88,6.21,6.13
1799836.63,956340.13,6.26,5.98
6954558.50,595363.00,6.84,5.77
5701232.50,421608.28,6.76,5.62
3597982.50,2889447.75,6.56,6.46
2038372.50,1066257.63,6.31,6.03
2460032.00,542296.44,6.39,5.73
6350284.00,496638.03,6.80,5.70
3819218.00,435454.84,6.58,5.64
2005926.75,2734703.50,6.30,6.44
1841853.13,948345.31,6.27,5.98
3016674.50,465385.41,6.48,5.67
21244280.00,422782.06,7.33,5.63
3682168.50,381966.53,6.57,5.58
2349847.00,2466989.75,6.37,6.39
2160097.50,1970741.75,6.33,6.29
4271811.00,1171176.38,6.63,6.07
33336782.00,737896.63,7.52,5.87
2507344.25,530513.81,6.40,5.72
2412538.25,3247477.75,6.38,6.51
1795539.50,1826052.63,6.25,6.26
4034961.50,749510.69,6.61,5.87
11706017.00,467909.06,7.07,5.67
3889922.75,514054.88,6.59,5.71
2297865.75,2783520.25,6.36,6.44
2266520.75,2227484.50,6.36,6.35
2245920.50,1038672.69,6.35,6.02
5021660.00,401163.41,6.70,5.60
4515949.00,778574.13,6.65,5.89
1908158.38,14490810.00,6.28,7.16
894357.63,1250848.63,5.95,6.10
1756659.63,898489.13,6.24,5.95
17020282.00,828781.63,7.23,5.92
8451258.00,695947.31,6.93,5.84
4012320.75,8829036.00,6.60,6.95
3025146.50,1320266.25,6.48,6.12
1911380.13,882114.13,6.28,5.95
8517421.00,764781.13,6.93,5.88
7674916.50,722429.44,6.89,5.86
3419104.25,3518850.25,6.53,6.55
1862506.25,1364158.75,6.27,6.13
5714254.00,1224694.88,6.76,6.09
3791605.50,510433.38,6.58,5.71
2308706.25,555142.88,6.36,5.74
2156858.50,3665260.75,6.33,6.56
1141454.50,859974.69,6.06,5.93
2504064.00,480754.97,6.40,5.68
4991969.50,382649.69,6.70,5.58
2174533.25,475088.94,6.34,5.68
2149223.25,2669144.50,6.33,6.43
2112666.75,1432827.13,6.32,6.16
3155151.25,967830.63,6.50,5.99
4570386.00,656996.94,6.66,5.82
3328679.00,486182.53,6.52,5.69
2530672.50,2656152.50,6.40,6.42
2412153.00,485727.50,6.38,5.69
2622857.50,435123.03,6.42,5.64
4282152.50,2486909.25,6.63,6.40
3844054.50,980488.13,6.58,5.99
3131007.50,473397.81,6.50,5.68
330816.00,461841.88,5.52,5.66
2381326.25,454894.88,6.38,5.66
13084876.00,1059455.38,7.12,6.03
3817907.75,713203.38,6.58,5.85
2388510.50,643334.88,6.38,5.81
1343980.88,319626.91,6.13,5.50
2459445.25,559623.75,6.39,5.75
10116379.00,19479386.00,7.01,7.29
10024822.00,3378316.50,7.00,6.53
2412938.00,1829804.63,6.38,6.26
1286483.75,650954.63,6.11,5.81
2450644.50,605970.94,6.39,5.78
4323289.50,14483479.00,6.64,7.16
3393201.75,2257186.50,6.53,6.35
2294604.25,1062113.50,6.36,6.03
853499.13,752536.94,5.93,5.88
2356777.00,438864.78,6.37,5.64
31778196.00,1479523.63,7.50,6.17
25879848.00,1047795.31,7.41,6.02
2287934.00,857464.13,6.36,5.93
1931079.38,255482.44,6.29,5.41
2413771.50,408734.47,6.38,5.61
18755700.00,8947994.00,7.27,6.95
5916336.50,1405112.63,6.77,6.15
4383846.00,929335.50,6.64,5.97
1022966.13,818120.13,6.01,5.91
3581568.75,585269.06,6.55,5.77
9784360.00,3962065.00,6.99,6.60
5469122.50,3591458.00,6.74,6.56
4321819.00,1378724.13,6.64,6.14
1664923.13,1091048.00,6.22,6.04
2488342.25,596460.06,6.40,5.78
6662409.50,2808146.50,6.82,6.45
4387593.50,843251.13,6.64,5.93
2441249.00,543955.56,6.39,5.74
2410872.25,352777.06,6.38,5.55
2523532.75,477086.09,6.40,5.68
7913945.50,2813890.75,6.90,6.45
3648784.75,1355903.00,6.56,6.13
3576910.50,1021138.00,6.55,6.01
1750458.25,581999.00,6.24,5.76
2735348.25,539184.13,6.44,5.73
8164186.00,2363231.00,6.91,6.37
4744566.00,529997.44,6.68,5.72
3788501.75,514694.25,6.58,5.71
1374389.50,454072.22,6.14,5.66
3224712.00,542225.25,6.51,5.73
20712732.00,1372892.00,7.32,6.14
2624002.00,929308.13,6.42,5.97
2386854.50,495685.47,6.38,5.70
2285584.75,215747.88,6.36,5.33
2341773.25,504605.38,6.37,5.70
6292427.50,34176264.00,6.80,7.53
2079259.88,1003259.00,6.32,6.00
2060281.75,577387.44,6.31,5.76
1309814.63,538647.63,6.12,5.73
2996893.00,545468.31,6.48,5.74
6156845.50,14693313.00,6.79,7.17
2129229.75,3209748.00,6.33,6.51
1863195.63,1333995.88,6.27,6.13
1659457.00,564411.50,6.22,5.75
3019018.75,474026.63,6.48,5.68
3010278.25,2278201.75,6.48,6.36
2542401.00,1355882.63,6.41,6.13
1706500.13,994879.81,6.23,6.00
1447104.25,902439.19,6.16,5.96
2056769.00,929050.44,6.31,5.97
15049883.00,8883846.00,7.18,6.95
6710643.00,1126162.88,6.83,6.05
1893486.25,1015418.19,6.28,6.01
1046233.94,1006710.13,6.02,6.00
1789127.88,783234.44,6.25,5.89
7322957.50,3692298.75,6.86,6.57
5475434.50,1304981.50,6.74,6.12
3811260.75,1028243.31,6.58,6.01
3471419.50,795978.31,6.54,5.90
2667199.00,424387.94,6.43,5.63
5632526.50,3602677.00,6.75,6.56
3405006.00,2851467.75,6.53,6.46
2905991.00,1529132.63,6.46,6.18
1848574.25,992588.69,6.27,6.00
2778266.75,506540.25,6.44,5.70
7060977.00,2787907.50,6.85,6.45
2704785.75,790439.56,6.43,5.90
2652147.50,606637.81,6.42,5.78
1126768.25,343009.78,6.05,5.54
2692213.75,446028.63,6.43,5.65
13311029.00,2215549.50,7.12,6.35
7655283.00,1368060.00,6.88,6.14
2679109.00,879212.81,6.43,5.94
1954409.75,509918.34,6.29,5.71
2812046.00,516625.34,6.45,5.71
25553704.00,1426412.25,7.41,6.15
1950286.88,1350547.50,6.29,6.13
1883565.00,502403.72,6.27,5.70
1796066.75,450037.97,6.25,5.65
2500973.75,504662.53,6.40,5.70
6487026.50,34351720.00,6.81,7.54
3039128.75,874934.56,6.48,5.94
2605987.50,561634.75,6.42,5.75
1404955.63,379486.84,6.15,5.58
2449390.75,439994.69,6.39,5.64
9211598.00,13605613.00,6.96,7.13
6436538.00,955537.50,6.81,5.98
3068582.75,676027.75,6.49,5.83
1894568.13,7717250.50,6.28,6.89
